id,name_ja,name_zh,name_en,type,damage_class,power,accuracy,priority,pp,description_ja,description_zh,description_en,effect_ja,effect_zh,effect_en,learned_by_pokemon,type_id
720,ビックリヘッド,惊爆大头,mind-blown,fire,special,150,100,0,5,自分の　頭を　爆発　させて 周りの　すべてを　攻撃する。 自分も　ダメージを　受けてしまう。,让自己的头爆炸， 来攻击周围的一切。 自己也会受到伤害。,The user attacks everything around it by causing its own head to explode. This also damages the user.,,,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",1,10
721,プラズマフィスト,等离子闪电拳,plasma-fists,electric,physical,100,100,0,15,電気を　まとった　こぶしで 攻撃。　ノーマルタイプの　技を でんきタイプに　してしまう。,用覆盖着电流的拳头进行攻击。 使一般属性的招式变成电属性。,The user attacks with electrically charged fists. This move changes Normal-type moves to Electric-type moves.,,,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.",1,13
722,フォトンゲイザー,光子喷涌,photon-geyser,psychic,special,100,100,0,5,光の　柱で　攻撃する。 攻撃と　特攻を　比べて 高いほうで　ダメージを　与える。,用光柱来进行攻击。 比较自己的攻击和特攻， 用数值相对较高的一项给予对方伤害。,The user attacks the target with a pillar of light. This move inflicts damage using the Attack or Sp. Atk stat—whichever is higher for the user.,,,Inflicts regular damage.,4,14
723,てんこがすめつぼうのひかり,焚天灭世炽光爆,light-that-burns-the-sky,psychic,special,200,,0,1,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.",0,14
724,サンシャインスマッシャー,日光回旋下苍穹,searing-sunraze-smash,steel,physical,200,,0,1,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",0,9
725,ムーンライトブラスター,月华飞溅落灵霄,menacing-moonraze-maelstrom,ghost,special,200,,0,1,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",0,8
726,ぽかぼかフレンドタイム,亲密无间大乱揍,lets-snuggle-forever,fairy,physical,190,,0,1,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,0,18
727,ラジアルエッジストーム,狼啸石牙飓风暴,splintered-stormshards,rock,physical,190,,0,1,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts damage and removes any terrain present on the battlefield.,0,6
728,ブレイジングソウルビート,炽魂热舞烈音爆,clangorous-soulblaze,dragon,special,185,,0,1,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts sound-based damage to all opposing Pokémon and increases the user’s Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user’s stats are not raised if the move fails to damage any opposing Pokémon.",0,16
729,ばちばちアクセル,电电加速,zippy-zap,electric,physical,80,100,2,10,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,13
730,ざぶざぶサーフ,滔滔冲浪,splishy-splash,water,special,90,100,0,15,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,11
731,ふわふわフォール,飘飘坠落,floaty-fall,flying,physical,90,95,0,15,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,3
732,ピカピカサンダー,闪闪雷光,pika-papow,electric,special,,,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,0,13
733,いきいきバブル,活活气泡,bouncy-bubble,water,special,60,100,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,11
734,びりびりエレキ,麻麻电击,buzzy-buzz,electric,special,60,100,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,13
735,めらめらバーン,熊熊火爆,sizzly-slide,fire,physical,60,100,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,10
736,どばどばオーラ,哗哗气场,glitzy-glow,psychic,special,80,95,0,15,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,14
737,わるわるゾーン,坏坏领域,baddy-bad,dark,special,80,95,0,15,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,17
738,すくすくボンバー,茁茁轰炸,sappy-seed,grass,physical,100,90,0,10,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,12
739,こちこちフロスト,冰冰霜冻,freezy-frost,ice,special,100,90,0,10,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,15
740,きらきらストーム,亮亮风暴,sparkly-swirl,fairy,special,120,85,0,5,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,1,18
741,ブイブイブレイク,砰砰击破,veevee-volley,normal,physical,,,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.,0,1
742,ダブルパンツァー,钢拳双击,double-iron-bash,steel,physical,60,100,0,5,胸の　ナットを　軸に　回転して ２回　続けて　うでを　たたきつける。 相手を　ひるませる　ことが　ある。,以胸口的螺帽为中心旋转， 并连续２次挥动手臂打击对手。 有时会使对手畏缩。,"The user rotates, centering the hex nut in its chest, and then strikes with its arms twice in a row. This may also make the target flinch.",,,Inflicts regular damage.  Hits twice in one turn.,1,9
743,ダイウォール,极巨防壁,max-guard,normal,status,,,4,10,相手の　攻撃を まったく　受けない。 連続で　だすと　失敗しやすい。,完全抵挡 对手的攻击。 连续使出则容易失败。,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,,,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.  If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.  lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.  thunder during rain dance and blizzard during hail have a 30% chance to break through this move.  The following effects are not prevented by this move:  * acupressure from an ally * curse’s curse effect * Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn * feint, which will also end this move’s protection after it hits * imprison * perish song * shadow force * Moves that merely copy the user, such as transform or psych up  This move cannot be selected by assist or metronome.",0,1
744,ダイマックスほう,极巨炮,dynamax-cannon,dragon,special,100,100,0,5,コアから　ビームを　放って　攻撃。 相手が　ダイマックス　していると ダメージは　２倍に　なる。,从核心放出光束进行攻击。 如果对手正处于极巨化状态， 则造成的伤害会变为２倍。,The user condenses energy within its body and unleashes that energy from its core to inflict damage.,,,"Inflicts regular damage, then (if successful) sets light screen on the user’s side of the field.",2,16
745,ねらいうち,狙击,snipe-shot,water,special,80,100,0,15,相手の　技を　引き受ける 特性や　技の　影響を　無視して 選んだ　相手を　攻撃　できる。,能无视具有吸引对手招式效果的 特性或招式的影响。 可以向选定的对手进行攻击。,"The user ignores the effects of opposing Pokémon's moves and Abilities that draw in moves, allowing this move to hit the chosen target.",,,"Inflicts regular damage, then (if successful) sets reflect on the user’s side of the field.",1,11
746,くらいつく,紧咬不放,jaw-lock,dark,physical,80,100,0,10,お互い　ひんしに　なるまで 交代が　できなくなる。　どちらかの ポケモンが　いなくなると　効果は消える。,使双方直到一方濒死为止 无法替换宝可梦。 其中一方退场则可以解除效果。,This move prevents the user and the target from switching out until either of them faints. The effect goes away if either of the Pokémon leaves the field.,,,"Inflicts regular damage, then (if successful) sets leech seed on the target.",5,17
747,ほおばる,大快朵颐,stuff-cheeks,normal,status,,,0,10,持っている　きのみを　食べて 防御を　ぐーんと　あげる。,吃掉携带的树果， 大幅提高防御。,"The user eats its held Berry, then sharply boosts its Defense stat.",,,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user’s party.",4,1
748,はいすいのじん,背水一战,no-retreat,fighting,status,,,0,5,自分の　すべての 能力が　上がるが　交代　したり 逃げることが　できなくなる。,提高自己的所有能力， 但无法替换或逃走。,This move boosts all the user's stats but prevents the user from switching out or fleeing.,,,"Inflicts regular damage.  Hits twice in one turn, with a 100% chance to make the target flinch.",1,2
749,タールショット,沥青射击,tar-shot,rock,status,,100,0,15,ねばねばの　タールを　浴びせて 相手の　素早さを　下げる。 相手は　ほのおが　弱点に　なる。,泼洒黏糊糊的沥青， 降低对手的速度， 并且使对手的弱点变为火。,"The user pours sticky tar over the target, lowering the target's Speed stat. The target becomes weaker to Fire-type moves.",,,,1,6
750,まほうのこな,魔法粉,magic-powder,psychic,status,,100,0,20,まほうのこなを　浴びせて 相手を　エスパータイプに　変化させる。,向对手喷洒魔法粉， 使对手变为超能力属性。,The user scatters a cloud of magic powder that changes the target's type to Psychic.,,,,1,14
751,ドラゴンアロー,龙箭,dragon-darts,dragon,physical,50,100,0,10,ドラメシヤで　２回　攻撃。 相手が　２匹　いるときは それぞれに　１回ずつ　攻撃する。,让多龙梅西亚进行２次攻击。 如果对手有２只宝可梦， 则对它们各进行１次攻击。,"The user attacks twice using Dreepy. If there are two opposing Pokémon, this move hits each of them once.",,,,1,16
752,おちゃかい,茶会,teatime,normal,status,,,0,10,おちゃかいを　ひらいて 場にいる　ポケモンが　それぞれ 持っている　きのみを　食べる。,举办一场茶会， 场上的所有宝可梦都会 吃掉自己携带的树果。,The user has teatime with all the Pokémon currently in the battle. Each Pokémon eats its held Berry.,,,,1,1
753,たこがため,蛸固,octolock,fighting,status,,100,0,15,相手を　逃げられなくする。 かためられた　相手は　毎ターン 防御と　特防が　下がる。,让对手无法逃走。 对手被固定后， 每回合都会降低防御和特防。,The user locks the target in and prevents it from fleeing. This move also lowers the target’s Defense and Sp. Def every turn.,,,,1,2
754,でんげきくちばし,电喙,bolt-beak,electric,physical,85,100,0,10,電気を　まとった　くちばしで　刺す。 相手より　先に　攻撃できると 技の　威力は　２倍に　なる。,用带电的喙啄刺对手。 如果比对手先出手攻击， 招式的威力会变成２倍。,"The user stabs the target with its electrified beak. If the user attacks before the target, the power of this move is doubled.",,,,2,13
755,エラがみ,鳃咬,fishious-rend,water,physical,85,100,0,10,かたい　エラで　かみつく。 相手より　先に　攻撃できると 技の　威力は　２倍に　なる。,用坚硬的腮咬住对手。 如果比对手先出手攻击， 招式的威力会变成２倍。,"The user rends the target with its hard gills. If the user attacks before the target, the power of this move is doubled.",,,,2,11
756,コートチェンジ,换场,court-change,normal,status,,100,0,10,不思議な　力で お互いの　場の　効果を　入れ替える。,用神奇的力量 交换双方的场地效果。,"With its mysterious power, the user swaps the effects on either side of the field.",,,,1,1
757,ダイバーン,极巨火爆,max-flare,fire,physical,100,,0,10,ダイマックスした　ポケモンが 繰りだす　ほのおタイプの　攻撃。 ５ターンの　間　日差しを　強くする。,极巨化宝可梦使出的火属性攻击。 可在５回合内让日照变得强烈。,This is a Fire-type attack Dynamax Pokémon use. The user intensifies the sun for five turns.,,,Inflicts regular damage.,0,10
758,ダイワーム,极巨虫蛊,max-flutterby,bug,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　むしタイプの　攻撃。 相手の　特攻を　下げる。,极巨化宝可梦使出的虫属性攻击。 会降低对手的特攻。,This is a Bug-type attack Dynamax Pokémon use. This lowers the target’s Sp. Atk stat.,,,Inflicts regular damage.,0,7
759,ダイサンダー,极巨闪电,max-lightning,electric,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　でんきタイプの　攻撃。 ５ターンの　間　エレキフィールドにする。,极巨化宝可梦使出的电属性攻击。 可在５回合内将脚下变成电气场地。,This is an Electric-type attack Dynamax Pokémon use. The user turns the ground into Electric Terrain for five turns.,,,Inflicts regular damage.,0,13
760,ダイアタック,极巨攻击,max-strike,normal,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　ノーマルタイプの　攻撃。 相手の　素早さを　下げる。,极巨化宝可梦使出的一般属性攻击。 会降低对手的速度。,This is a Normal-type attack Dynamax Pokémon use. This lowers the target’s Speed stat.,,,Inflicts regular damage.,0,1
761,ダイナックル,极巨拳斗,max-knuckle,fighting,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　かくとうタイプの　攻撃。 味方の　攻撃を　上げる。,极巨化宝可梦使出的格斗属性攻击。 会提高我方的攻击。,This is a Fighting-type attack Dynamax Pokémon use. This raises ally Pokémon’s Attack stats.,,,Inflicts regular damage.,0,2
762,ダイホロウ,极巨幽魂,max-phantasm,ghost,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　ゴーストタイプの　攻撃。 相手の　防御を　下げる。,极巨化宝可梦使出的幽灵属性攻击。 会降低对手的防御。,This is a Ghost-type attack Dynamax Pokémon use. This lowers the target’s Defense stat.,,,Inflicts regular damage.,0,8
763,ダイアイス,极巨寒冰,max-hailstorm,ice,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　こおりタイプの　攻撃。 ５ターンの　間　あられを　降らす。,极巨化宝可梦 才能使出的冰属性攻击。 在５回合内会降下冰雹。,This is an Ice-type attack Dynamax Pokémon use. The user summons a hailstorm lasting five turns.,,,Inflicts regular damage.,0,15
764,ダイアシッド,极巨酸毒,max-ooze,poison,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　どくタイプの　攻撃。 味方の　特攻を　上げる。,极巨化宝可梦使出的毒属性攻击。 会提高我方的特攻。,This is a Poison-type attack Dynamax Pokémon use. This raises ally Pokémon’s Sp. Atk stats.,,,Inflicts regular damage.,0,4
765,ダイストリーム,极巨水流,max-geyser,water,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　みずタイプの　攻撃。 ５ターンの　間　雨を　降らせる。,极巨化宝可梦使出的水属性攻击。 可在５回合内降下大雨。,This is a Water-type attack Dynamax Pokémon use. The user summons a heavy rain that falls for five turns.,,,Inflicts regular damage.,0,11
766,ダイジェット,极巨飞冲,max-airstream,flying,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　ひこうタイプの　攻撃。 味方の　素早さを　上げる。,极巨化宝可梦使出的飞行属性攻击。 会提高我方的速度。,This is a Flying-type attack Dynamax Pokémon use. This raises ally Pokémon’s Speed stats.,,,Inflicts regular damage.,0,3
767,ダイフェアリー,极巨妖精,max-starfall,fairy,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　フェアリータイプの　攻撃。 ５ターンの　間　ミストフィールドにする。,极巨化宝可梦使出的妖精属性攻击。 可在５回合内将脚下变成薄雾场地。,This is a Fairy-type attack Dynamax Pokémon use. The user turns the ground into Misty Terrain for five turns.,,,Inflicts regular damage.,0,18
768,ダイドラグーン,极巨龙骑,max-wyrmwind,dragon,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　ドラゴンタイプの　攻撃。 相手の　攻撃を　下げる。,极巨化宝可梦使出的龙属性攻击。 会降低对手的攻击。,This is a Dragon-type attack Dynamax Pokémon use. This lowers the target’s Attack stat.,,,Inflicts regular damage.,0,16
769,ダイサイコ,极巨超能,max-mindstorm,psychic,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　エスパータイプの　攻撃。 ５ターンの　間　サイコフィールドにする。,极巨化宝可梦使出的超能力属性攻击。 可在５回合内将脚下变成精神场地。,This is a Psychic-type attack Dynamax Pokémon use. The user turns the ground into Psychic Terrain for five turns.,,,Inflicts regular damage.,0,14
770,ダイロック,极巨岩石,max-rockfall,rock,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　いわタイプの　攻撃。 ５ターンの　間　砂あらしにする。,极巨化宝可梦使出的岩石属性攻击。 可在５回合内卷起沙暴。,This is a Rock-type attack Dynamax Pokémon use. The user summons a sandstorm lasting five turns.,,,Inflicts regular damage.,0,6
771,ダイアース,极巨大地,max-quake,ground,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　じめんタイプの　攻撃。 味方の　特防を　上げる。,极巨化宝可梦使出的地面属性攻击。 会提高我方的特防。,This is a Ground-type attack Dynamax Pokémon use. This raises ally Pokémon’s Sp. Def stats.,,,Inflicts regular damage.,0,5
772,ダイアーク,极巨恶霸,max-darkness,dark,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　あくタイプの　攻撃。 相手の　特防を　下げる。,极巨化宝可梦使出的恶属性攻击。 会降低对手的特防。,This is a Dark-type attack Dynamax Pokémon use. This lowers the target’s Sp. Def stat.,,,Inflicts regular damage.,0,17
773,ダイソウゲン,极巨草原,max-overgrowth,grass,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　くさタイプの　攻撃。 ５ターンの　間　グラスフィールドにする。,极巨化宝可梦使出的草属性攻击。 可在５回合内将脚下变成青草场地。,This is a Grass-type attack Dynamax Pokémon use. The user turns the ground into Grassy Terrain for five turns.,,,Inflicts regular damage.,0,12
774,ダイスチル,极巨钢铁,max-steelspike,steel,physical,10,,0,10,ダイマックスした　ポケモンが 繰りだす　はがねタイプの　攻撃。 味方の　防御を　上げる。,极巨化宝可梦使出的钢属性攻击。 会提高我方的防御。,This is a Steel-type attack Dynamax Pokémon use. This raises ally Pokémon’s Defense stats.,,,Inflicts regular damage.,0,9
775,ソウルビート,魂舞烈音爆,clangorous-soul,dragon,status,,100,0,5,自分の　ＨＰを　少し　削って すべての　能力を　上げる。,削减少许自己的ＨＰ， 使所有能力都提高。,The user boosts all its stats by using some of its own HP.,,,,1,16
776,ボディプレス,扑击,body-press,fighting,physical,80,100,0,10,体を　ぶつけて　攻撃。 防御が　高いほど 与える　ダメージが　増える。,用身体撞向对手进行攻击。 防御越高， 给予的伤害就越高。,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",,,,182,2
777,デコレーション,装饰,decorate,fairy,status,,,0,15,かざりつけを　することで 相手の　攻撃と　特攻を ぐーんと　上げる。,通过装饰， 大幅提高对方的 攻击和特攻。,The user sharply boosts the target's Attack and Sp. Atk stats by decorating the target.,,,,1,18
778,ドラムアタック,鼓击,drum-beating,grass,physical,80,100,0,10,ドラムの　根っこを　ドラミングで コントロールして　こうげき　することで 相手の　素早さを　下げる。,用鼓点来控制 鼓的根部进行攻击， 从而降低对手的速度。,"The user plays its drum, controlling the drum's roots to attack the target. This also lowers the target's Speed stat.",,,Inflicts regular damage.  Has a 100% chance to lower the target’s Speed by one stage.,1,12
779,トラバサミ,捕兽夹,snap-trap,grass,physical,35,100,0,15,トラバサミで　捕らえて ４－５ターンの　間 相手を　はさんで　攻撃する。,使用捕兽夹， 在４～５回合内， 夹住对手进行攻击。,The user snares the target in a snap trap for four to five turns.,,,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.",1,12
780,かえんボール,火焰球,pyro-ball,fire,physical,120,90,0,5,小石を　燃やした　炎の　ボールで 相手を　攻撃する。 やけど　状態に　することが　ある。,点燃小石子，形成火球攻击对手。 有时会使对手陷入灼伤状态。,The user attacks by igniting a small stone and launching it as a fiery ball at the target. This may also leave the target with a burn.,,,Inflicts regular damage.  Has a 10% chance to burn the target.,1,10
781,きょじゅうざん,巨兽斩,behemoth-blade,steel,physical,100,100,0,5,巨大な　剣となり　切りかかる。 相手が　ダイマックス　していると ダメージは　２倍に　なる。,变身为巨大的剑，挥斩对手。 如果对手正处于极巨化状态， 则造成的伤害会变为２倍。,The user becomes a gigantic sword and cuts the target. This move deals twice the damage if the target is Dynamaxed.,,,,0,9
782,きょじゅうだん,巨兽弹,behemoth-bash,steel,physical,100,100,0,5,巨大な　盾となり　ぶつかる。 相手が　ダイマックス　していると ダメージは　２倍に　なる。,变身为巨大的盾，撞击对手。 如果对手正处于极巨化状态， 则造成的伤害会变为２倍。,The user becomes a gigantic shield and slams into the target. This move deals twice the damage if the target is Dynamaxed.,,,,0,9
783,オーラぐるま,气场轮,aura-wheel,electric,physical,110,100,0,10,ほほぶくろに　溜めた　エネルギーで 攻撃し　自分の　素早さを　あげる。 モルペコの　姿で　タイプが　変わる。,用储存在颊囊里的能量 进行攻击，并提高自己的速度。 其属性会随着莫鲁贝可的样子而改变。,Morpeko attacks and boosts its Speed stat with the energy stored in its cheeks. This move's type changes depending on the user's form.,,,,2,13
784,ワイドブレイカー,广域破坏,breaking-swipe,dragon,physical,60,100,0,15,きょうじんな　しっぽを　激しく ふりはらって　相手を　攻撃する。 相手の　攻撃を　下げる。,用坚韧的尾巴 猛扫对手进行攻击， 从而降低对手的攻击。,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.,,,Inflicts regular damage.  Lowers the target’s Attack by one stage.,93,16
785,えだづき,木枝突刺,branch-poke,grass,physical,40,100,0,40,するどく　とがった　枝で 相手を　突いて　攻撃する。,使用尖锐的树枝 刺向对手进行攻击。,The user attacks the target by poking it with a sharply pointed branch.,,,Inflicts regular damage.,5,12
786,オーバードライブ,破音,overdrive,electric,special,80,100,0,10,ギターや　ベースを　かきならして 激しく　響く　大きな　振動を 相手に　与えて　攻撃する。,奏响吉他和贝斯，释放出 发出巨响的剧烈震动 攻击对手。,"The user attacks opposing Pokémon by twanging a guitar or bass guitar, causing a huge echo and strong vibration.",,,,2,13
787,りんごさん,苹果酸,apple-acid,grass,special,80,100,0,10,すっぱい　りんごから　つくりだした 酸性の　液体で　攻撃。 相手の　特防を　下げる。,使用从酸苹果中提取出来的 酸性液体进行攻击。 降低对手的特防。,The user attacks the target with an acidic liquid created from tart apples. This also lowers the target's Sp. Def stat.,,,,1,12
788,Ｇのちから,万有引力,grav-apple,grass,physical,80,100,0,10,高いところから　りんごを　落として ダメージを　与える。 相手の　防御を　下げる。,从高处落下苹果， 给予对手伤害。 可降低对手的防御。,The user inflicts damage by dropping an apple from high above. This also lowers the target's Defense stat.,,,Inflicts regular damage.  Lowers the target’s Defense by one stage.,1,12
789,ソウルクラッシュ,灵魂冲击,spirit-break,fairy,physical,75,100,0,15,食らうと　くじけるほどの 勢いで　攻撃。 相手の　特攻を　下げる。,用足以让对手一蹶不振的 气势进行攻击。 会降低对手的特攻。,The user attacks the target with so much force that it could break the target's spirit. This also lowers the target's Sp. Atk stat.,,,Inflicts regular damage.  Has a 100% chance to lower the target’s Special Attack by one stage.,2,18
790,ワンダースチーム,神奇蒸汽,strange-steam,fairy,special,90,95,0,10,煙を　噴出して 相手を　攻撃。 混乱　させることが　ある。,喷出烟雾攻击对手。 有时会使对手混乱。,The user attacks the target by emitting steam. This may also confuse the target.,,,Inflicts regular damage.  Has a 20% chance to confuse the target.,1,18
791,いのちのしずく,生命水滴,life-dew,water,status,,,0,10,不思議な　水を　ふりまいて 自分と　場にいる 味方の　ＨＰを　回復する。,喷洒出神奇的水， 回复自己和场上同伴的ＨＰ。,The user scatters mysterious water around and restores the HP of itself and its ally Pokémon currently in the battle.,,,,39,11
792,ブロッキング,拦堵,obstruct,dark,status,,100,4,10,相手の　攻撃を　まったく　受けない。 連続で　だすと　失敗しやすい。 触れると　防御が　がくっと　下がる。,完全抵挡对手的攻击。 连续使出则容易失败。 一旦触碰，防御就会大幅降低。,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession. Direct contact harshly lowers the attacker’s Defense stat.,,,,1,17
793,どげざつき,假跪真撞,false-surrender,dark,physical,80,,0,10,頭を　下げる　ふりを　しながら 振りみだした　髪の毛を　突き刺す。 攻撃は　必ず　命中する。,装作低头认错的样子， 用凌乱的头发进行突刺。 攻击必定会命中。,"The user pretends to bow its head, but then it stabs the target with its disheveled hair. This attack never misses.",,,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,2,17
