name,category,page_count,call_count
Lop/raid/GO,unknown,1,8
Wayback/down,unknown,1,8
CURRENTDAY,unknown,1,7
净化计XD,unknown,1,7
巢穴内部编号转换,unknown,1,6
阿罗拉地图,unknown,1,6
区域资訊,unknown,1,6
Learnlist/event9,unknown,1,6
對戰招式表,unknown,1,5
乱斗大混战/entry,unknown,1,5
进化框/Evo,unknown,1,5
拍組/move,unknown,1,5
Movs,unknown,1,5
被動技能组,unknown,1,5
User:Serpifeu/pmd2item,unknown,1,4
Pokelist/item/la,unknown,1,4
Cfmx Team2,unknown,1,4
VexHeader,unknown,1,4
VexFooter,unknown,1,4
T,unknown,1,3
CPIW,unknown,1,3
乱斗PM列表/header,unknown,1,3
乱斗PM列表/footer,unknown,1,3
钻石‎,unknown,1,3
Dex1000,unknown,1,3
GameIconzh/7‎,unknown,1,3
Goipkm,unknown,1,3
Maxparticle,unknown,1,3
捕捉/headerXD,unknown,1,3
关都地图,unknown,1,2
歐雷地图,unknown,1,2
GameIconzh/10,unknown,1,2
TCGGB地图,unknown,1,2
乱斗头领,unknown,1,2
拍檔石盤/技術型,unknown,1,2
神奇寶貝部落格,unknown,1,2
消消乐图鉴列表/h,unknown,1,2
Pi,unknown,1,2
TRETTA相关/main,unknown,1,2
宝可糖,unknown,1,2
卡牌信息/宝可梦/move,unknown,1,2
DuelAbility,unknown,1,2
净化XD/h,unknown,1,2
Dex0111,unknown,1,2
Dex0280,unknown,1,2
Padleft:55,unknown,1,2
Padleft:112,unknown,1,2
活动赠送宝可梦列表/Champ,unknown,1,2
PokemonList/Pokopia/Header,unknown,1,2
HabitatList/Header,unknown,1,2
頂部欄,unknown,1,1
右側欄,unknown,1,1
猜腳印,unknown,1,1
近期動畫,unknown,1,1
近期活动,unknown,1,1
近期活动赠送,unknown,1,1
近期商品,unknown,1,1
:神奇寶貝百科:你知道嗎,unknown,1,1
工程主頁模塊,unknown,1,1
Encyclopaediae Pokémonis主頁模塊,unknown,1,1
:妙蛙种子/第九世代招式表,unknown,1,1
:水跃鱼/第九世代招式表,unknown,1,1
:铃铛响/第九世代招式表,unknown,1,1
:臭臭花/第九世代招式表,unknown,1,1
:小福蛋/第九世代招式表,unknown,1,1
:喷火龙/第九世代招式表,unknown,1,1
:喷火龙/Champions招式表,unknown,1,1
:妙蛙草/第九世代招式表,unknown,1,1
:妙蛙花/第九世代招式表,unknown,1,1
:妙蛙花/Champions招式表,unknown,1,1
:小火龙/第九世代招式表,unknown,1,1
:火恐龙/第九世代招式表,unknown,1,1
:杰尼龟/第九世代招式表,unknown,1,1
:卡咪龟/第九世代招式表,unknown,1,1
:水箭龟/第九世代招式表,unknown,1,1
:水箭龟/Champions招式表,unknown,1,1
:绿毛虫/第八世代招式表,unknown,1,1
:铁甲蛹/第八世代招式表,unknown,1,1
:巴大蝶/第八世代招式表,unknown,1,1
:铁壳蛹/第九世代招式表,unknown,1,1
:大针蜂/第九世代招式表,unknown,1,1
:大针蜂/Champions招式表,unknown,1,1
:波波/第九世代招式表,unknown,1,1
:比比鸟/第九世代招式表,unknown,1,1
:大比鸟/第九世代招式表,unknown,1,1
:大比鸟/Champions招式表,unknown,1,1
:小拉达/第八世代招式表,unknown,1,1
:拉达/第八世代招式表,unknown,1,1
:烈雀/第八世代招式表,unknown,1,1
:大嘴雀/第八世代招式表,unknown,1,1
:阿柏蛇/第九世代招式表,unknown,1,1
:阿柏怪/第九世代招式表,unknown,1,1
:阿柏怪/Champions招式表,unknown,1,1
:皮卡丘/第九世代招式表,unknown,1,1
:皮卡丘/Champions招式表,unknown,1,1
:雷丘/第九世代招式表,unknown,1,1
:雷丘/Champions招式表,unknown,1,1
:穿山鼠/第九世代招式表,unknown,1,1
:穿山王/第九世代招式表,unknown,1,1
:尼多兰/第八世代招式表,unknown,1,1
:尼多娜/第八世代招式表,unknown,1,1
:尼多后/第八世代招式表,unknown,1,1
:尼多朗/第八世代招式表,unknown,1,1
:尼多力诺/第八世代招式表,unknown,1,1
:尼多王/第八世代招式表,unknown,1,1
:皮可西/第九世代招式表,unknown,1,1
:皮可西/Champions招式表,unknown,1,1
:六尾/第九世代招式表,unknown,1,1
:九尾/第九世代招式表,unknown,1,1
:九尾/Champions招式表,unknown,1,1
:胖丁/第九世代招式表,unknown,1,1
:胖可丁/第九世代招式表,unknown,1,1
:超音蝠/第八世代招式表,unknown,1,1
:大嘴蝠/第八世代招式表,unknown,1,1
:走路草/第九世代招式表,unknown,1,1
:霸王花/第九世代招式表,unknown,1,1
:派拉斯/第八世代招式表,unknown,1,1
:派拉斯特/第八世代招式表,unknown,1,1
:毛球/第九世代招式表,unknown,1,1
:摩鲁蛾/第九世代招式表,unknown,1,1
:地鼠/第九世代招式表,unknown,1,1
:三地鼠/第九世代招式表,unknown,1,1
:喵喵/第九世代招式表,unknown,1,1
进化框/喵喵,unknown,1,1
:猫老大/第九世代招式表,unknown,1,1
:可达鸭/第九世代招式表,unknown,1,1
:哥达鸭/第九世代招式表,unknown,1,1
:猴怪/第九世代招式表,unknown,1,1
:火暴猴/第九世代招式表,unknown,1,1
:卡蒂狗/第九世代招式表,unknown,1,1
:风速狗/第九世代招式表,unknown,1,1
:风速狗/Champions招式表,unknown,1,1
:蚊香蝌蚪/第九世代招式表,unknown,1,1
:蚊香君/第九世代招式表,unknown,1,1
:蚊香泳士/第九世代招式表,unknown,1,1
:凯西/第八世代招式表,unknown,1,1
:勇基拉/第八世代招式表,unknown,1,1
:胡地/第八世代招式表,unknown,1,1
:胡地/Champions招式表,unknown,1,1
:腕力/第八世代招式表,unknown,1,1
:豪力/第八世代招式表,unknown,1,1
:怪力/第八世代招式表,unknown,1,1
:怪力/Champions招式表,unknown,1,1
:喇叭芽/第九世代招式表,unknown,1,1
:口呆花/第九世代招式表,unknown,1,1
:大食花/第九世代招式表,unknown,1,1
:大食花/Champions招式表,unknown,1,1
:玛瑙水母/第九世代招式表,unknown,1,1
:毒刺水母/第九世代招式表,unknown,1,1
:小拳石/第九世代招式表,unknown,1,1
:隆隆石/第九世代招式表,unknown,1,1
:隆隆岩/第九世代招式表,unknown,1,1
:小火马/第八世代招式表,unknown,1,1
:烈焰马/第八世代招式表,unknown,1,1
:呆呆兽/第九世代招式表,unknown,1,1
進化框/呆呆兽,unknown,1,1
:呆壳兽/第九世代招式表,unknown,1,1
:呆壳兽/Champions招式表,unknown,1,1
:小磁怪/第九世代招式表,unknown,1,1
:三合一磁怪/第九世代招式表,unknown,1,1
:大葱鸭/第八世代招式表,unknown,1,1
:嘟嘟/第九世代招式表,unknown,1,1
:嘟嘟利/第九世代招式表,unknown,1,1
:小海狮/第九世代招式表,unknown,1,1
:白海狮/第九世代招式表,unknown,1,1
:臭泥/第九世代招式表,unknown,1,1
:臭臭泥/第九世代招式表,unknown,1,1
:大舌贝/第九世代招式表,unknown,1,1
:刺甲贝/第九世代招式表,unknown,1,1
:鬼斯/第九世代招式表,unknown,1,1
:鬼斯通/第九世代招式表,unknown,1,1
:耿鬼/第九世代招式表,unknown,1,1
:耿鬼/Champions招式表,unknown,1,1
:大岩蛇/第八世代招式表,unknown,1,1
:催眠貘/第九世代招式表,unknown,1,1
:引梦貘人/第九世代招式表,unknown,1,1
:大钳蟹/第八世代招式表,unknown,1,1
:巨钳蟹/第八世代招式表,unknown,1,1
:霹雳电球/第九世代招式表,unknown,1,1
:顽皮雷弹/第九世代招式表,unknown,1,1
:蛋蛋/第九世代招式表,unknown,1,1
:椰蛋树/第九世代招式表,unknown,1,1
:卡拉卡拉/第八世代招式表,unknown,1,1
:嘎啦嘎啦/第八世代招式表,unknown,1,1
:飞腿郎/第九世代招式表,unknown,1,1
:快拳郎/第九世代招式表,unknown,1,1
:大舌头/第八世代招式表,unknown,1,1
:瓦斯弹/第九世代招式表,unknown,1,1
:双弹瓦斯/第九世代招式表,unknown,1,1
:独角犀牛/第九世代招式表,unknown,1,1
:钻角犀兽/第九世代招式表,unknown,1,1
:吉利蛋/第九世代招式表,unknown,1,1
:蔓藤怪/第八世代招式表,unknown,1,1
:袋兽/第八世代招式表,unknown,1,1
:袋兽/Champions招式表,unknown,1,1
:墨海马/第九世代招式表,unknown,1,1
:海刺龙/第九世代招式表,unknown,1,1
:角金鱼/第八世代招式表,unknown,1,1
:金鱼王/第八世代招式表,unknown,1,1
:海星星/第八世代招式表,unknown,1,1
:宝石海星/第八世代招式表,unknown,1,1
:宝石海星/Champions招式表,unknown,1,1
:魔墙人偶/第八世代招式表,unknown,1,1
:飞天螳螂/第九世代招式表,unknown,1,1
:迷唇姐/第八世代招式表,unknown,1,1
:电击兽/第九世代招式表,unknown,1,1
:鸭嘴火兽/第九世代招式表,unknown,1,1
:凯罗斯/第八世代招式表,unknown,1,1
:凯罗斯/Champions招式表,unknown,1,1
Learnlist/anime,unknown,1,1
:肯泰罗/第九世代招式表,unknown,1,1
:肯泰罗/Champions招式表,unknown,1,1
进化框/肯泰罗,unknown,1,1
:鲤鱼王/第九世代招式表,unknown,1,1
:暴鲤龙/第九世代招式表,unknown,1,1
:暴鲤龙/Champions招式表,unknown,1,1
:拉普拉斯/第九世代招式表,unknown,1,1
:百变怪/第九世代招式表,unknown,1,1
:百变怪/Champions招式表,unknown,1,1
:伊布/第九世代招式表,unknown,1,1
进化框/伊布,unknown,1,1
:水伊布/第九世代招式表,unknown,1,1
:水伊布/Champions招式表,unknown,1,1
:雷伊布/第九世代招式表,unknown,1,1
:雷伊布/Champions招式表,unknown,1,1
:火伊布/第九世代招式表,unknown,1,1
:火伊布/Champions招式表,unknown,1,1
:多边兽/第九世代招式表,unknown,1,1
:菊石兽/第八世代招式表,unknown,1,1
:多刺菊石兽/第八世代招式表,unknown,1,1
:化石盔/第八世代招式表,unknown,1,1
:镰刀盔/第八世代招式表,unknown,1,1
:化石翼龙/第八世代招式表,unknown,1,1
:化石翼龙/Champions招式表,unknown,1,1
:卡比兽/第九世代招式表,unknown,1,1
:卡比兽/Champions招式表,unknown,1,1
:急冻鸟/第九世代招式表,unknown,1,1
:闪电鸟/第九世代招式表,unknown,1,1
:火焰鸟/第九世代招式表,unknown,1,1
:迷你龙/第九世代招式表,unknown,1,1
:哈克龙/第九世代招式表,unknown,1,1
:快龙/第九世代招式表,unknown,1,1
:快龙/Champions招式表,unknown,1,1
:超梦/第九世代招式表,unknown,1,1
:梦幻/第九世代招式表,unknown,1,1
:菊草叶/第九世代招式表,unknown,1,1
:月桂叶/第九世代招式表,unknown,1,1
:大竺葵/第九世代招式表,unknown,1,1
:大竺葵/Champions招式表,unknown,1,1
:火球鼠/第九世代招式表,unknown,1,1
:火岩鼠/第九世代招式表,unknown,1,1
:火暴兽/第九世代招式表,unknown,1,1
:火暴兽/Champions招式表,unknown,1,1
:小锯鳄/第九世代招式表,unknown,1,1
:蓝鳄/第九世代招式表,unknown,1,1
:大力鳄/第九世代招式表,unknown,1,1
:大力鳄/Champions招式表,unknown,1,1
:尾立/第九世代招式表,unknown,1,1
:大尾立/第九世代招式表,unknown,1,1
:咕咕/第九世代招式表,unknown,1,1
:猫头夜鹰/第九世代招式表,unknown,1,1
:芭瓢虫/第八世代招式表,unknown,1,1
:安瓢虫/第八世代招式表,unknown,1,1
:圆丝蛛/第九世代招式表,unknown,1,1
:阿利多斯/第九世代招式表,unknown,1,1
:阿利多斯/Champions招式表,unknown,1,1
:叉字蝠/第八世代招式表,unknown,1,1
:灯笼鱼/第九世代招式表,unknown,1,1
:电灯怪/第九世代招式表,unknown,1,1
:皮丘/第九世代招式表,unknown,1,1
:皮宝宝/第九世代招式表,unknown,1,1
:宝宝丁/第九世代招式表,unknown,1,1
:波克比/第八世代招式表,unknown,1,1
:波克基古/第八世代招式表,unknown,1,1
:天然雀/第八世代招式表,unknown,1,1
:天然鸟/第八世代招式表,unknown,1,1
:咩利羊/第九世代招式表,unknown,1,1
:茸茸羊/第九世代招式表,unknown,1,1
:电龙/第九世代招式表,unknown,1,1
:电龙/Champions招式表,unknown,1,1
:美丽花/第九世代招式表,unknown,1,1
:玛力露/第九世代招式表,unknown,1,1
:玛力露丽/第九世代招式表,unknown,1,1
:玛力露丽/Champions招式表,unknown,1,1
:树才怪/第九世代招式表,unknown,1,1
:蚊香蛙皇/第九世代招式表,unknown,1,1
:蚊香蛙皇/Champions招式表,unknown,1,1
:毽子草/第九世代招式表,unknown,1,1
:毽子花/第九世代招式表,unknown,1,1
:毽子棉/第九世代招式表,unknown,1,1
:长尾怪手/第九世代招式表,unknown,1,1
:向日种子/第九世代招式表,unknown,1,1
:向日花怪/第九世代招式表,unknown,1,1
:蜻蜻蜓/第九世代招式表,unknown,1,1
:乌波/第九世代招式表,unknown,1,1
:沼王/第九世代招式表,unknown,1,1
:太阳伊布/第九世代招式表,unknown,1,1
:太阳伊布/Champions招式表,unknown,1,1
:月亮伊布/第九世代招式表,unknown,1,1
:月亮伊布/Champions招式表,unknown,1,1
:黑暗鸦/第九世代招式表,unknown,1,1
:呆呆王/第九世代招式表,unknown,1,1
:呆呆王/Champions招式表,unknown,1,1
:梦妖/第九世代招式表,unknown,1,1
:未知图腾/第八世代招式表,unknown,1,1
:果然翁/第八世代招式表,unknown,1,1
:麒麟奇/第九世代招式表,unknown,1,1
:榛果球/第九世代招式表,unknown,1,1
:佛烈托斯/第九世代招式表,unknown,1,1
:佛烈托斯/Champions招式表,unknown,1,1
:土龙弟弟/第九世代招式表,unknown,1,1
:天蝎/第九世代招式表,unknown,1,1
:大钢蛇/第八世代招式表,unknown,1,1
:大钢蛇/Champions招式表,unknown,1,1
:布鲁/第九世代招式表,unknown,1,1
:布鲁皇/第九世代招式表,unknown,1,1
:千针鱼/第九世代招式表,unknown,1,1
:巨钳螳螂/第九世代招式表,unknown,1,1
:巨钳螳螂/Champions招式表,unknown,1,1
:壶壶/第八世代招式表,unknown,1,1
:赫拉克罗斯/第九世代招式表,unknown,1,1
:赫拉克罗斯/Champions招式表,unknown,1,1
:狃拉/第九世代招式表,unknown,1,1
:熊宝宝/第九世代招式表,unknown,1,1
:圈圈熊/第九世代招式表,unknown,1,1
:熔岩虫/第九世代招式表,unknown,1,1
:熔岩蜗牛/第九世代招式表,unknown,1,1
:小山猪/第九世代招式表,unknown,1,1
:长毛猪/第九世代招式表,unknown,1,1
:太阳珊瑚/第八世代招式表,unknown,1,1
:铁炮鱼/第八世代招式表,unknown,1,1
:章鱼桶/第八世代招式表,unknown,1,1
:信使鸟/第九世代招式表,unknown,1,1
:巨翅飞鱼/第八世代招式表,unknown,1,1
:盔甲鸟/第九世代招式表,unknown,1,1
:盔甲鸟/Champions招式表,unknown,1,1
:戴鲁比/第九世代招式表,unknown,1,1
:黑鲁加/第九世代招式表,unknown,1,1
:黑鲁加/Champions招式表,unknown,1,1
:刺龙王/第九世代招式表,unknown,1,1
:小小象/第九世代招式表,unknown,1,1
:顿甲/第九世代招式表,unknown,1,1
:多边兽Ⅱ/第九世代招式表,unknown,1,1
:惊角鹿/第九世代招式表,unknown,1,1
:图图犬/第九世代招式表,unknown,1,1
:无畏小子/第九世代招式表,unknown,1,1
进化框/无畏小子,unknown,1,1
:战舞郎/第九世代招式表,unknown,1,1
:迷唇娃/第八世代招式表,unknown,1,1
:电击怪/第九世代招式表,unknown,1,1
:鸭嘴宝宝/第九世代招式表,unknown,1,1
:大奶罐/第八世代招式表,unknown,1,1
:幸福蛋/第九世代招式表,unknown,1,1
:雷公/第九世代招式表,unknown,1,1
:炎帝/第九世代招式表,unknown,1,1
:水君/第九世代招式表,unknown,1,1
:幼基拉斯/第九世代招式表,unknown,1,1
:沙基拉斯/第九世代招式表,unknown,1,1
:班基拉斯/第九世代招式表,unknown,1,1
:班基拉斯/Champions招式表,unknown,1,1
:洛奇亚/第九世代招式表,unknown,1,1
:凤王/第九世代招式表,unknown,1,1
:时拉比/第八世代招式表,unknown,1,1
:木守宫/第九世代招式表,unknown,1,1
:森林蜥蜴/第九世代招式表,unknown,1,1
:蜥蜴王/第九世代招式表,unknown,1,1
:火稚鸡/第九世代招式表,unknown,1,1
:力壮鸡/第九世代招式表,unknown,1,1
:火焰鸡/第九世代招式表,unknown,1,1
:沼跃鱼/第九世代招式表,unknown,1,1
:巨沼怪/第九世代招式表,unknown,1,1
:土狼犬/第九世代招式表,unknown,1,1
:大狼犬/第九世代招式表,unknown,1,1
:蛇纹熊/第八世代招式表,unknown,1,1
:直冲熊/第八世代招式表,unknown,1,1
:刺尾虫/第八世代招式表,unknown,1,1
:甲壳茧/第八世代招式表,unknown,1,1
:狩猎凤蝶/第八世代招式表,unknown,1,1
:盾甲茧/第八世代招式表,unknown,1,1
:毒粉蛾/第八世代招式表,unknown,1,1
:莲叶童子/第九世代招式表,unknown,1,1
:莲帽小童/第九世代招式表,unknown,1,1
:乐天河童/第九世代招式表,unknown,1,1
:橡实果/第九世代招式表,unknown,1,1
:长鼻叶/第九世代招式表,unknown,1,1
:狡猾天狗/第九世代招式表,unknown,1,1
:傲骨燕/第八世代招式表,unknown,1,1
:大王燕/第八世代招式表,unknown,1,1
:长翅鸥/第九世代招式表,unknown,1,1
:大嘴鸥/第九世代招式表,unknown,1,1
:大嘴鸥/Champions招式表,unknown,1,1
:拉鲁拉丝/第九世代招式表,unknown,1,1
:奇鲁莉安/第九世代招式表,unknown,1,1
:沙奈朵/第九世代招式表,unknown,1,1
:沙奈朵/Champions招式表,unknown,1,1
:溜溜糖球/第九世代招式表,unknown,1,1
:雨翅蛾/第九世代招式表,unknown,1,1
:蘑蘑菇/第九世代招式表,unknown,1,1
:斗笠菇/第九世代招式表,unknown,1,1
:懒人獭/第九世代招式表,unknown,1,1
:过动猿/第九世代招式表,unknown,1,1
:请假王/第九世代招式表,unknown,1,1
:土居忍士/第八世代招式表,unknown,1,1
:铁面忍者/第八世代招式表,unknown,1,1
:脱壳忍者/第八世代招式表,unknown,1,1
:咕妞妞/第八世代招式表,unknown,1,1
:吼爆弹/第八世代招式表,unknown,1,1
:爆音怪/第八世代招式表,unknown,1,1
:幕下力士/第九世代招式表,unknown,1,1
:铁掌力士/第九世代招式表,unknown,1,1
:露力丽/第九世代招式表,unknown,1,1
:朝北鼻/第九世代招式表,unknown,1,1
:向尾喵/第八世代招式表,unknown,1,1
:优雅猫/第八世代招式表,unknown,1,1
:勾魂眼/第九世代招式表,unknown,1,1
:勾魂眼/Champions招式表,unknown,1,1
:大嘴娃/第八世代招式表,unknown,1,1
:可可多拉/第八世代招式表,unknown,1,1
:可多拉/第八世代招式表,unknown,1,1
:波士可多拉/第八世代招式表,unknown,1,1
:波士可多拉/Champions招式表,unknown,1,1
:玛沙那/第九世代招式表,unknown,1,1
:恰雷姆/第九世代招式表,unknown,1,1
:恰雷姆/Champions招式表,unknown,1,1
:落雷兽/第八世代招式表,unknown,1,1
:雷电兽/第八世代招式表,unknown,1,1
:雷电兽/Champions招式表,unknown,1,1
:正电拍拍/第九世代招式表,unknown,1,1
:负电拍拍/第九世代招式表,unknown,1,1
:电萤虫/第九世代招式表,unknown,1,1
:甜甜萤/第九世代招式表,unknown,1,1
:毒蔷薇/第八世代招式表,unknown,1,1
:溶食兽/第九世代招式表,unknown,1,1
:吞食兽/第九世代招式表,unknown,1,1
:利牙鱼/第八世代招式表,unknown,1,1
:巨牙鲨/第八世代招式表,unknown,1,1
:巨牙鲨/Champions招式表,unknown,1,1
:吼吼鲸/第八世代招式表,unknown,1,1
:吼鲸王/第八世代招式表,unknown,1,1
:呆火驼/第九世代招式表,unknown,1,1
:喷火驼/第九世代招式表,unknown,1,1
:喷火驼/Champions招式表,unknown,1,1
:煤炭龟/第九世代招式表,unknown,1,1
:煤炭龟/Champions招式表,unknown,1,1
:跳跳猪/第九世代招式表,unknown,1,1
:噗噗猪/第九世代招式表,unknown,1,1
:晃晃斑/第八世代招式表,unknown,1,1
:大颚蚁/第九世代招式表,unknown,1,1
:超音波幼虫/第九世代招式表,unknown,1,1
:沙漠蜻蜓/第九世代招式表,unknown,1,1
:刺球仙人掌/第九世代招式表,unknown,1,1
:梦歌仙人掌/第九世代招式表,unknown,1,1
:青绵鸟/第九世代招式表,unknown,1,1
:七夕青鸟/第九世代招式表,unknown,1,1
:七夕青鸟/Champions招式表,unknown,1,1
:猫鼬斩/第九世代招式表,unknown,1,1
:饭匙蛇/第九世代招式表,unknown,1,1
:月石/第八世代招式表,unknown,1,1
:太阳岩/第八世代招式表,unknown,1,1
:泥泥鳅/第九世代招式表,unknown,1,1
:鲶鱼王/第九世代招式表,unknown,1,1
:龙虾小兵/第九世代招式表,unknown,1,1
:铁螯龙虾/第九世代招式表,unknown,1,1
:天秤偶/第八世代招式表,unknown,1,1
:念力土偶/第八世代招式表,unknown,1,1
:触手百合/第八世代招式表,unknown,1,1
:摇篮百合/第八世代招式表,unknown,1,1
:太古羽虫/第八世代招式表,unknown,1,1
:太古盔甲/第八世代招式表,unknown,1,1
:丑丑鱼/第九世代招式表,unknown,1,1
:美纳斯/第九世代招式表,unknown,1,1
:美纳斯/Champions招式表,unknown,1,1
:飘浮泡泡/第八世代招式表,unknown,1,1
:飘浮泡泡/Champions招式表,unknown,1,1
:变隐龙/第八世代招式表,unknown,1,1
:怨影娃娃/第九世代招式表,unknown,1,1
:诅咒娃娃/第九世代招式表,unknown,1,1
:诅咒娃娃/Champions招式表,unknown,1,1
:夜巡灵/第九世代招式表,unknown,1,1
:彷徨夜灵/第九世代招式表,unknown,1,1
:热带龙/第九世代招式表,unknown,1,1
:风铃铃/第九世代招式表,unknown,1,1
:风铃铃/Champions招式表,unknown,1,1
:阿勃梭鲁/第八世代招式表,unknown,1,1
:阿勃梭鲁/Champions招式表,unknown,1,1
:小果然/第八世代招式表,unknown,1,1
:雪童子/第九世代招式表,unknown,1,1
:冰鬼护/第九世代招式表,unknown,1,1
:冰鬼护/Champions招式表,unknown,1,1
:海豹球/第八世代招式表,unknown,1,1
:海魔狮/第八世代招式表,unknown,1,1
:帝牙海狮/第八世代招式表,unknown,1,1
:珍珠贝/第八世代招式表,unknown,1,1
:猎斑鱼/第八世代招式表,unknown,1,1
:樱花鱼/第八世代招式表,unknown,1,1
:古空棘鱼/第八世代招式表,unknown,1,1
:爱心鱼/第九世代招式表,unknown,1,1
:宝贝龙/第九世代招式表,unknown,1,1
:甲壳龙/第九世代招式表,unknown,1,1
:暴飞龙/第九世代招式表,unknown,1,1
:铁哑铃/第九世代招式表,unknown,1,1
:金属怪/第九世代招式表,unknown,1,1
:巨金怪/第九世代招式表,unknown,1,1
:雷吉洛克/第九世代招式表,unknown,1,1
:雷吉艾斯/第九世代招式表,unknown,1,1
:雷吉斯奇鲁/第九世代招式表,unknown,1,1
:拉帝亚斯/第九世代招式表,unknown,1,1
:拉帝欧斯/第九世代招式表,unknown,1,1
:盖欧卡/第九世代招式表,unknown,1,1
:固拉多/第九世代招式表,unknown,1,1
:烈空坐/第九世代招式表,unknown,1,1
:基拉祈/第九世代招式表,unknown,1,1
:代欧奇希斯/第九世代招式表,unknown,1,1
:草苗龟/第九世代招式表,unknown,1,1
:树林龟/第九世代招式表,unknown,1,1
:土台龟/第九世代招式表,unknown,1,1
:土台龟/Champions招式表,unknown,1,1
:小火焰猴/第九世代招式表,unknown,1,1
:猛火猴/第九世代招式表,unknown,1,1
:烈焰猴/第九世代招式表,unknown,1,1
:烈焰猴/Champions招式表,unknown,1,1
:波加曼/第九世代招式表,unknown,1,1
:波皇子/第九世代招式表,unknown,1,1
:帝王拿波/第九世代招式表,unknown,1,1
:帝王拿波/Champions招式表,unknown,1,1
:姆克儿/第九世代招式表,unknown,1,1
:姆克鸟/第九世代招式表,unknown,1,1
:姆克鹰/第九世代招式表,unknown,1,1
:大牙狸/第八世代招式表,unknown,1,1
:大尾狸/第八世代招式表,unknown,1,1
:圆法师/第九世代招式表,unknown,1,1
:音箱蟀/第九世代招式表,unknown,1,1
:小猫怪/第九世代招式表,unknown,1,1
:勒克猫/第九世代招式表,unknown,1,1
:伦琴猫/第九世代招式表,unknown,1,1
:伦琴猫/Champions招式表,unknown,1,1
:含羞苞/第八世代招式表,unknown,1,1
:罗丝雷朵/第八世代招式表,unknown,1,1
:罗丝雷朵/Champions招式表,unknown,1,1
:头盖龙/第九世代招式表,unknown,1,1
:战槌龙/第九世代招式表,unknown,1,1
:战槌龙/Champions招式表,unknown,1,1
:盾甲龙/第九世代招式表,unknown,1,1
:护城龙/第九世代招式表,unknown,1,1
:护城龙/Champions招式表,unknown,1,1
:结草儿/第八世代招式表,unknown,1,1
:结草贵妇/第八世代招式表,unknown,1,1
:绅士蛾/第八世代招式表,unknown,1,1
:三蜜蜂/第九世代招式表,unknown,1,1
:蜂女王/第九世代招式表,unknown,1,1
:帕奇利兹/第九世代招式表,unknown,1,1
:泳圈鼬/第九世代招式表,unknown,1,1
:浮潜鼬/第九世代招式表,unknown,1,1
:樱花宝/第八世代招式表,unknown,1,1
:樱花儿/第八世代招式表,unknown,1,1
:无壳海兔/第九世代招式表,unknown,1,1
:海兔兽/第九世代招式表,unknown,1,1
:双尾怪手/第九世代招式表,unknown,1,1
:飘飘球/第九世代招式表,unknown,1,1
:随风球/第九世代招式表,unknown,1,1
:卷卷耳/第八世代招式表,unknown,1,1
:长耳兔/第八世代招式表,unknown,1,1
:长耳兔/Champions招式表,unknown,1,1
:梦妖魔/第九世代招式表,unknown,1,1
:乌鸦头头/第九世代招式表,unknown,1,1
:魅力喵/第八世代招式表,unknown,1,1
:东施喵/第八世代招式表,unknown,1,1
:臭鼬噗/第九世代招式表,unknown,1,1
:坦克臭鼬/第九世代招式表,unknown,1,1
:铜镜怪/第九世代招式表,unknown,1,1
:青铜钟/第九世代招式表,unknown,1,1
:盆才怪/第九世代招式表,unknown,1,1
:魔尼尼/第八世代招式表,unknown,1,1
:聒噪鸟/第八世代招式表,unknown,1,1
:花岩怪/第九世代招式表,unknown,1,1
:花岩怪/Champions招式表,unknown,1,1
:圆陆鲨/第九世代招式表,unknown,1,1
:尖牙陆鲨/第九世代招式表,unknown,1,1
:烈咬陆鲨/第九世代招式表,unknown,1,1
:烈咬陆鲨/Champions招式表,unknown,1,1
:小卡比兽/第九世代招式表,unknown,1,1
:利欧路/第九世代招式表,unknown,1,1
:路卡利欧/第九世代招式表,unknown,1,1
:路卡利欧/Champions招式表,unknown,1,1
:沙河马/第九世代招式表,unknown,1,1
:河马兽/第九世代招式表,unknown,1,1
:河马兽/Champions招式表,unknown,1,1
:钳尾蝎/第八世代招式表,unknown,1,1
:龙王蝎/第八世代招式表,unknown,1,1
:不良蛙/第九世代招式表,unknown,1,1
:毒骷蛙/第九世代招式表,unknown,1,1
:毒骷蛙/Champions招式表,unknown,1,1
:尖牙笼/第八世代招式表,unknown,1,1
:荧光鱼/第九世代招式表,unknown,1,1
:霓虹鱼/第九世代招式表,unknown,1,1
:小球飞鱼/第八世代招式表,unknown,1,1
:雪笠怪/第九世代招式表,unknown,1,1
:暴雪王/第九世代招式表,unknown,1,1
:暴雪王/Champions招式表,unknown,1,1
:玛狃拉/第九世代招式表,unknown,1,1
:玛狃拉/Champions招式表,unknown,1,1
:自爆磁怪/第九世代招式表,unknown,1,1
:大舌舔/第八世代招式表,unknown,1,1
:超甲狂犀/第九世代招式表,unknown,1,1
:超甲狂犀/Champions招式表,unknown,1,1
:巨蔓藤/第八世代招式表,unknown,1,1
:电击魔兽/第九世代招式表,unknown,1,1
:鸭嘴炎兽/第九世代招式表,unknown,1,1
:波克基斯/第八世代招式表,unknown,1,1
:远古巨蜓/第九世代招式表,unknown,1,1
:叶伊布/第九世代招式表,unknown,1,1
:叶伊布/Champions招式表,unknown,1,1
:冰伊布/第九世代招式表,unknown,1,1
:冰伊布/Champions招式表,unknown,1,1
:天蝎王/第九世代招式表,unknown,1,1
