id,name_ja,name_zh,name_en,category,fling_power,fling_effect,description_ja,description_zh,description_en,image_path
1449,★Cnc3429,★Cnc3429,dynamax-crystal-cnc3429,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1450,★Cnc3627,★Cnc3627,dynamax-crystal-cnc3627,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1451,★Cnc3268,★Cnc3268,dynamax-crystal-cnc3268,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1452,★Cnc3249,★Cnc3249,dynamax-crystal-cnc3249,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1453,★Com4968,★Com4968,dynamax-crystal-com4968,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1454,★Crv4757,★Crv4757,dynamax-crystal-crv4757,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1455,★Crv4623,★Crv4623,dynamax-crystal-crv4623,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1456,★Crv4662,★Crv4662,dynamax-crystal-crv4662,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1457,★Crv4786,★Crv4786,dynamax-crystal-crv4786,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1458,★Aur1708,★Aur1708,dynamax-crystal-aur1708,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1459,★Aur2088,★Aur2088,dynamax-crystal-aur2088,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1460,★Aur1605,★Aur1605,dynamax-crystal-aur1605,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1461,★Aur2095,★Aur2095,dynamax-crystal-aur2095,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1462,★Aur1577,★Aur1577,dynamax-crystal-aur1577,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1463,★Aur1641,★Aur1641,dynamax-crystal-aur1641,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1464,★Aur1612,★Aur1612,dynamax-crystal-aur1612,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1465,★Pav7790,★Pav7790,dynamax-crystal-pav7790,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1466,★Cet911,★Cet911,dynamax-crystal-cet911,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1467,★Cet681,★Cet681,dynamax-crystal-cet681,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1468,★Cet188,★Cet188,dynamax-crystal-cet188,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1469,★Cet539,★Cet539,dynamax-crystal-cet539,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1470,★Cet804,★Cet804,dynamax-crystal-cet804,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1471,★Cep8974,★Cep8974,dynamax-crystal-cep8974,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1472,★Cep8162,★Cep8162,dynamax-crystal-cep8162,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1473,★Cep8238,★Cep8238,dynamax-crystal-cep8238,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1474,★Cep8417,★Cep8417,dynamax-crystal-cep8417,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1475,★Cen5267,★Cen5267,dynamax-crystal-cen5267,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1476,★Cen5288,★Cen5288,dynamax-crystal-cen5288,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1477,★Cen551,★Cen551,dynamax-crystal-cen551,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1478,★Cen5459,★Cen5459,dynamax-crystal-cen5459,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1479,★Cen5460,★Cen5460,dynamax-crystal-cen5460,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1480,★CMi2943,★CMi2943,dynamax-crystal-cmi2943,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1481,★CMi2845,★CMi2845,dynamax-crystal-cmi2845,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1482,★Equ8131,★Equ8131,dynamax-crystal-equ8131,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1483,★Vul7405,★Vul7405,dynamax-crystal-vul7405,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1484,★UMi424,★UMi424,dynamax-crystal-umi424,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1485,★UMi5563,★UMi5563,dynamax-crystal-umi5563,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1486,★UMi5735,★UMi5735,dynamax-crystal-umi5735,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1487,★UMi6789,★UMi6789,dynamax-crystal-umi6789,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1488,★Crt4287,★Crt4287,dynamax-crystal-crt4287,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1489,★Lyr7001,★Lyr7001,dynamax-crystal-lyr7001,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1490,★Lyr7178,★Lyr7178,dynamax-crystal-lyr7178,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1491,★Lyr7106,★Lyr7106,dynamax-crystal-lyr7106,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1492,★Lyr7298,★Lyr7298,dynamax-crystal-lyr7298,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1493,★Ara6585,★Ara6585,dynamax-crystal-ara6585,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1494,★Sco6134,★Sco6134,dynamax-crystal-sco6134,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1495,★Sco6527,★Sco6527,dynamax-crystal-sco6527,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1496,★Sco6553,★Sco6553,dynamax-crystal-sco6553,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1497,★Sco5953,★Sco5953,dynamax-crystal-sco5953,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1498,★Sco5984,★Sco5984,dynamax-crystal-sco5984,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1499,★Sco6508,★Sco6508,dynamax-crystal-sco6508,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1500,★Sco6084,★Sco6084,dynamax-crystal-sco6084,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1501,★Sco5944,★Sco5944,dynamax-crystal-sco5944,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1502,★Sco6630,★Sco6630,dynamax-crystal-sco6630,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1503,★Sco6027,★Sco6027,dynamax-crystal-sco6027,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1504,★Sco6247,★Sco6247,dynamax-crystal-sco6247,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1505,★Sco6252,★Sco6252,dynamax-crystal-sco6252,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1506,★Sco5928,★Sco5928,dynamax-crystal-sco5928,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1507,★Sco6241,★Sco6241,dynamax-crystal-sco6241,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1508,★Sco6165,★Sco6165,dynamax-crystal-sco6165,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1509,★Tri544,★Tri544,dynamax-crystal-tri544,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1510,★Leo3982,★Leo3982,dynamax-crystal-leo3982,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1511,★Leo4534,★Leo4534,dynamax-crystal-leo4534,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1512,★Leo4357,★Leo4357,dynamax-crystal-leo4357,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1513,★Leo4057,★Leo4057,dynamax-crystal-leo4057,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1514,★Leo4359,★Leo4359,dynamax-crystal-leo4359,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1515,★Leo4031,★Leo4031,dynamax-crystal-leo4031,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1516,★Leo3852,★Leo3852,dynamax-crystal-leo3852,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1517,★Leo3905,★Leo3905,dynamax-crystal-leo3905,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1518,★Leo3773,★Leo3773,dynamax-crystal-leo3773,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1519,★Gru8425,★Gru8425,dynamax-crystal-gru8425,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1520,★Gru8636,★Gru8636,dynamax-crystal-gru8636,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1521,★Gru8353,★Gru8353,dynamax-crystal-gru8353,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1522,★Lib5685,★Lib5685,dynamax-crystal-lib5685,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1523,★Lib5531,★Lib5531,dynamax-crystal-lib5531,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1524,★Lib5787,★Lib5787,dynamax-crystal-lib5787,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1525,★Lib5603,★Lib5603,dynamax-crystal-lib5603,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1526,★Pup3165,★Pup3165,dynamax-crystal-pup3165,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1527,★Pup3185,★Pup3185,dynamax-crystal-pup3185,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1528,★Pup3045,★Pup3045,dynamax-crystal-pup3045,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
1529,★Cyg7924,★Cyg7924,dynamax-crystal-cyg7924,dynamax-crystals,,,使った　日に　ワイルドエリアの 見張り塔のダイ巣穴　から [VAR (0000)]が　現れる。,使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。,An item that causes [VAR (0000)] to appear from the Watchtower Lair in the Wild Area until the end of the day.,
