pokedex_id	pokeapi_id	name_en	name_zh	name_ja	is_default_form	type1	type2	ability1_name	ability2_name	hidden_ability_name	weight_kg	hp	attack	defense	sp_attack	sp_defense	speed	total_stats	description_zh	description_en	description_ja
746	10127	wishiwashi-school	弱丁鱼（鱼群的样子）	ヨワシ（むれたすがた）	FALSE	water		schooling			78.6	45	140	130	140	135	30	620	感觉到危险时眼睛就会变得湿润。 眼泪的光亮会成为召集伙伴的信号， 让许多的弱丁鱼聚在一起。	"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather."	危険を　感じると　目が　潤む。 涙の　光りが　シグナルとなって たくさんの　仲間が　集まるのだ。
747	747	mareanie	好坏星	ヒドイデ	TRUE	poison	water	merciless	limber	regenerator	8	50	53	62	43	52	45	305	和阿罗拉的好坏星不同， 伽勒尔的好坏星还没发现到 太阳珊瑚的枝有多好吃。	"Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious."	アローラ地方の　ヒドイデと　違い ガラルの　ヒドイデは　サニーゴの 枝の　美味しさに　気づいていない。
748	748	toxapex	超坏星	ドヒドイデ	TRUE	poison	water	merciless	limber	regenerator	14.5	50	63	152	53	142	35	495	体内的毒囊中储存着 满满的剧毒，毒性强到 能让吼鲸王都痛苦三天三夜。	Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect.	ホエルオーも　三日三晩　苦しむ 猛毒を　体内の　毒袋に たっぷり　溜めこんでいる。
749	749	mudbray	泥驴仔	ドロバンコ	TRUE	ground		own-tempo	stamina	inner-focus	110	70	100	70	45	55	45	385	在把自己吃土制造出的泥巴 涂在脚上之后，无论走在路况 多么差的路上都不会打滑。	"It eats dirt to create mud and smears this mud all over its feet, giving them the grip needed to walk on rough terrain without slipping."	土を　食べて　つくった　泥を 脚に　塗りつけると　悪路でも 滑らず　歩けるようになるのだ。
750	750	mudsdale	重泥挽马	バンバドロ	TRUE	ground		own-tempo	stamina	inner-focus	920	100	125	100	55	85	35	500	拥有很强的耐力， 可以不眠不休地拉着１０吨重的 货物纵贯伽勒尔地区。	Mudsdale has so much stamina that it could carry over 10 tons across the Galar region without rest or sleep.	１０トンを　超える　荷物を　引いて 不眠不休で　ガラル地方を 縦断できる　持久力。
751	751	dewpider	滴蛛	シズクモ	TRUE	water	bug	water-bubble		water-absorb	4	38	40	52	40	72	27	269	平时生活在水中， 也会戴上水泡去 陆地上寻找食物。	"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head."	普段は　水の　中で　生活 しているが　エサを　探しに　陸に 上がるときは　水泡を　かぶる。
752	752	araquanid	滴蛛霸	オニシズクモ	TRUE	water	bug	water-bubble		water-absorb	82	68	70	92	50	132	42	454	把滴蛛放进头上的水泡里， 一边喂它吃剩的食物， 一边照顾它。	"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food."	頭の　水泡の　中に シズクモを　入れて　エサの　残りを 食べさせながら　世話を　するのだ。
752	10153	araquanid-totem	滴蛛霸（霸主）	オニシズクモ（ぬし）	FALSE	water	bug	water-bubble		water-absorb	217.5	68	70	92	50	132	42	454	把滴蛛放进头上的水泡里， 一边喂它吃剩的食物， 一边照顾它。	"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food."	頭の　水泡の　中に シズクモを　入れて　エサの　残りを 食べさせながら　世話を　するのだ。
753	753	fomantis	伪螳草	カリキリ	TRUE	grass		leaf-guard		contrary	1.5	40	55	35	50	35	35	250	白天沐浴阳光， 呼呼大睡。到了半夜 才醒来并开始活动。	"During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night."	昼間は　陽の　光を　浴び すやすやと　眠る。　夜中に 目を　覚まし　活動を　はじめる。
754	754	lurantis	兰螳花	ラランテス	TRUE	grass		leaf-guard		contrary	18.5	70	105	90	80	90	45	480	双臂的花瓣既薄 又锋利。还能够 积蓄阳光发射光束。	"The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first."	両腕の　花びらは　薄く 切れ味は　鋭い。　光を　集めて ビームも　放てるぞ。
754	10128	lurantis-totem	兰螳花（霸主）	ラランテス（ぬし）	FALSE	grass		leaf-guard		contrary	58	70	105	90	80	90	45	480	双臂的花瓣既薄 又锋利。还能够 积蓄阳光发射光束。	"The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first."	両腕の　花びらは　薄く 切れ味は　鋭い。　光を　集めて ビームも　放てるぞ。
755	755	morelull	睡睡菇	ネマシュ	TRUE	grass	fairy	illuminate	effect-spore	rain-dish	1.5	40	35	55	65	75	15	285	白天也生活在昏暗的森林里。 会一边闪烁一边散播发光的孢子 来让敌人陷入沉睡。	Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.	昼間でも　暗い　森で　暮らす。 点滅しながら　光る　胞子を ばらまいて　敵を　眠らせる。
756	756	shiinotic	灯罩夜菇	マシェード	TRUE	grass	fairy	illuminate	effect-spore	rain-dish	11.5	60	45	80	90	100	30	405	如果大半夜在森林的深处 看见光亮，记住千万不要接近。 灯罩夜菇会让你睡着的。	"If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep."	真夜中　森の　奥に　灯りを 見つけても　近づいては　いけない。 マシェードに　眠らされてしまうぞ。
757	757	salandit	夜盗火蜥	ヤトウモリ	TRUE	poison	fire	corrosion		oblivious	4.8	48	44	40	71	40	77	320	悄悄地从背后靠近猎物， 在对方察觉之前释放毒气， 让对方动弹不得。	This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.	獲物の　背後に　忍び寄り 気づかれる　前に　毒ガスを 浴びせて　動けなくしてしまう。
758	758	salazzle	焰后蜥	エンニュート	TRUE	poison	fire	corrosion		oblivious	22.2	68	64	60	111	60	117	480	据说焰后蜥之间在争斗时， 是通过比拼谁带着更多只 雄性夜盗火蜥来定胜负的。	The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.	エンニュート同士の　争いは 引き連れている　オスの　ヤトウモリの 数で　勝敗が　決まるらしい。
758	10129	salazzle-totem	焰后蜥（霸主）	エンニュート（ぬし）	FALSE	poison	fire	corrosion		oblivious	81	68	64	60	111	60	117	480	据说焰后蜥之间在争斗时， 是通过比拼谁带着更多只 雄性夜盗火蜥来定胜负的。	The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.	エンニュート同士の　争いは 引き連れている　オスの　ヤトウモリの 数で　勝敗が　決まるらしい。
759	759	stufful	童偶熊	ヌイコグマ	TRUE	normal	fighting	fluffy	klutz	cute-charm	6.8	70	75	50	45	50	50	340	为了保护自己的身体而 胡乱挥舞前脚的样子虽然可爱， 威力却大到能将大树折断。	"The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks."	前脚を　じたばた　振って　身を 守る　様子が　可愛らしいが 大木を　へし折る　威力だ。
760	760	bewear	穿着熊	キテルグマ	TRUE	normal	fighting	fluffy	klutz	unnerve	135	120	125	80	55	60	60	500	会用令格斗家都无地自容的技术 把逮住的猎物夹在腋下， 带回自己的住处。	The moves it uses to take down its prey would make a martial artist jealous. It tucks subdued prey under its arms to carry them to its nest.	格闘家　顔負けの　技で 仕留めた　獲物を　両脇に 抱えて　すみかへ　持ち帰る。
761	761	bounsweet	甜竹竹	アマカジ	TRUE	grass		leaf-guard	oblivious	sweet-veil	3.2	42	30	38	30	38	32	210	受到袭击时流下的汗水 非常甜美可口。那种香气 会吸引更多敌人的注意。	"When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it."	襲われた　ときに　流す　汗は 甘くて　美味しい。　その　香りが さらに　敵を　増やしてしまうのだ。
762	762	steenee	甜舞妮	アママイコ	TRUE	grass		leaf-guard	oblivious	sweet-veil	8.2	52	40	48	40	48	62	290	会用头部的壳盖击打 飞来啄食自己的蓝鸦， 并且对它使出猛烈的踢击。	Any Corvisquire that pecks at this Pokémon will be greeted with a smack from its sepals followed by a sharp kick.	突いてくる　アオガラスには 頭の　ヘタで　殴りつけてから 鋭い　蹴り技を　おみまいする。
763	763	tsareena	甜冷美后	アマージョ	TRUE	grass		leaf-guard	queenly-majesty	sweet-veil	21.4	72	120	98	50	98	72	510	用又尖又硬的脚尖施展脚踢， 朝对手的身体和心灵 留下无法磨灭的创伤。	A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal.	硬く　尖った　つま先で　蹴りを おみまいして　相手の　体と 心に　消えない　傷を　残す。
764	764	comfey	花疗环环	キュワワー	TRUE	fairy		flower-veil	triage	natural-cure	0.3	51	52	90	82	110	100	485	散发着迷人香气的宝可梦。 由于每只花疗环环身上的花都 不一样，所以香味也各不相同。	"These Pokémon smell very nice. All Comfey wear different flowers, so each of these Pokémon has its own individual scent."	とても　良い香りがする　ポケモン。 身につける　花が　違うので キュワワーごとに　香りは　違う。
765	765	oranguru	智挥猩	ヤレユータン	TRUE	normal	psychic	inner-focus	telepathy	symbiosis	76	90	60	80	90	110	60	490	对森林的各个角落都了如指掌。 如果有宝可梦受伤了， 就会去寻找药草为它们治疗。	"It knows the forest inside and out. If it comes across a wounded Pokémon, Oranguru will gather medicinal herbs to treat it."	森の　隅々まで　知り尽くし 傷ついた　ポケモンが　いると 薬草を　探して　治療する。
766	766	passimian	投掷猴	ナゲツケサル	TRUE	fighting		receiver		defiant	82.8	100	120	90	40	60	80	490	２０几只形成团队来生活。 靠着每个成员明确的分工， 在严苛的大自然中生存下来。	"Passimian live in groups of about 20, with each member performing an assigned role. Through cooperation, the group survives."	２０匹ほどの　グループで　暮らす。 決まった　役割を　こなすことで 厳しい　自然を　生き抜いてきた。
767	767	wimpod	胆小虫	コソクムシ	TRUE	bug	water	wimp-out			12	25	35	40	20	30	80	230	成群聚集，随时提高警惕。 只要察觉到有敌人， 就会分散开来四处逃窜。	"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence."	群れで　かたまり　つねに　まわりを 警戒している。　敵の　気配を 感じると　散り散りに　逃げ出す。
768	768	golisopod	具甲武者	グソクムシャ	TRUE	bug	water	emergency-exit			108	75	125	140	60	90	40	530	生活在海底的洞窟或沉船里。 会去和八爪武师决战， 输掉的一方便会成为对方的食物。	"They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal."	海底の　穴や　沈没船が すみか。　オトスパスと　戦い 負けた　ほうが　エサになるのだ。
768	10316	golisopod-mega	具甲武者（超级进化）	グソクムシャ（メガシンカ）	FALSE	bug	steel				148	75	150	175	70	120	40	630	生活在海底的洞窟或沉船里。 会去和八爪武师决战， 输掉的一方便会成为对方的食物。	"They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal."	海底の　穴や　沈没船が すみか。　オトスパスと　戦い 負けた　ほうが　エサになるのだ。
769	769	sandygast	沙丘娃	スナバァ	TRUE	ghost	ground	water-compaction		sand-veil	70	55	55	80	70	45	15	320	主要栖息在沙滩上。 操纵把手伸进自己嘴里的 对手，从而让自己变得更大。	"Sandygast mainly inhabits beaches. It takes control of anyone who puts their hand into its mouth, forcing them to make its body bigger."	砂浜が　おもな　棲み処。 口の中に　手を入れた　相手を 操り　自分を　大きくする。
770	770	palossand	噬沙堡爷	シロデスナ	TRUE	ghost	ground	water-compaction		sand-veil	250	85	75	110	100	75	35	480	虽然住在沙滩上，但是 讨厌水。要是淋了大雨， 就无法维持城堡的造型。	"This Pokémon lives on beaches, but it hates water. Palossand can’t maintain its castle-like shape if it gets drenched by a heavy rain."	ビーチに　棲むが　水が　嫌い。 激しい　雨に　打たれると お城の　形を　保てない。
771	771	pyukumuku	拳海参	ナマコブシ	TRUE	water		innards-out		unaware	1.2	55	60	130	30	130	5	410	覆盖着皮肤的粘液 具有出众的保湿效果， 即使在陆地上待好几天也不会干掉。	"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them."	保湿効果に　優れた　粘液が 皮膚を　被っているので　何日も 陸地に　いても　干からびない。
772	772	type-null	属性：空	タイプ：ヌル	TRUE	normal		battle-armor			120.5	95	95	95	95	95	59	534	以神话中的宝可梦为原型所 创造出的宝可梦，被戴上了 抑制力量失控的面罩。	It was modeled after a mighty Pokémon of myth. The mask placed upon it limits its power in order to keep it under control.	神話の　ポケモンを　モデルに つくられたが　力の　暴走を 抑える　マスクを　着けられている。
773	773	silvally	银伴战兽	シルヴァディ	TRUE	normal		rks-system			100.5	95	95	95	95	95	95	570	与所信赖的训练家之间的牵绊 是解放它真正力量的 最后一个要素。	The final factor needed to release this Pokémon’s true power was a strong bond with a Trainer it trusts.	本来の　力を　解き放つ 最後の　ファクターは　信頼する トレーナーとの　絆　だった。
774	774	minior-red-meteor	小陨星（红色流星）	メテノ（あかいろコア）	TRUE	rock	flying	shields-down			40	60	60	100	60	100	60	440	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10130	minior-orange-meteor	小陨星（橙色流星）	メテノ（だいだいいろコア）	FALSE	rock	flying	shields-down			40	60	60	100	60	100	60	440	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10131	minior-yellow-meteor	小陨星（黄色流星）	メテノ（きいろコア）	FALSE	rock	flying	shields-down			40	60	60	100	60	100	60	440	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10132	minior-green-meteor	小陨星（绿色流星）	メテノ（みどりいろコア）	FALSE	rock	flying	shields-down			40	60	60	100	60	100	60	440	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10133	minior-blue-meteor	小陨星（蓝色流星）	メテノ（あおいろコア）	FALSE	rock	flying	shields-down			40	60	60	100	60	100	60	440	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10134	minior-indigo-meteor	小陨星（靛蓝色流星）	メテノ（あいいろコア）	FALSE	rock	flying	shields-down			40	60	60	100	60	100	60	440	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10135	minior-violet-meteor	小陨星（紫色流星）	メテノ（むらさきいろコア）	FALSE	rock	flying	shields-down			40	60	60	100	60	100	60	440	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10136	minior-red	小陨星（红色核心）	メテノ（あかいろコア）	FALSE	rock	flying	shields-down			0.3	60	100	60	100	60	120	500	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10137	minior-orange	小陨星（橙色核心）	メテノ（だいだいいろコア）	FALSE	rock	flying	shields-down			0.3	60	100	60	100	60	120	500	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10138	minior-yellow	小陨星（黄色核心）	メテノ（きいろコア）	FALSE	rock	flying	shields-down			0.3	60	100	60	100	60	120	500	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10139	minior-green	小陨星（绿色核心）	メテノ（みどりいろコア）	FALSE	rock	flying	shields-down			0.3	60	100	60	100	60	120	500	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10140	minior-blue	小陨星（蓝色核心）	メテノ（あおいろコア）	FALSE	rock	flying	shields-down			0.3	60	100	60	100	60	120	500	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10141	minior-indigo	小陨星（靛蓝色核心）	メテノ（あいいろコア）	FALSE	rock	flying	shields-down			0.3	60	100	60	100	60	120	500	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
774	10142	minior-violet	小陨星（紫色核心）	メテノ（むらさきいろコア）	FALSE	rock	flying	shields-down			0.3	60	100	60	100	60	120	500	外壳非常坚固，但落到地上的 冲击会让它碎成细屑。	"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."	外殻は　とても　頑丈だが 地上に　落下する　ショックで 木っ端微塵に　砕けてしまう。
775	775	komala	树枕尾熊	ネッコアラ	TRUE	normal		comatose			19.9	65	115	65	75	95	65	480	到死都一直是睡着的状态， 是因为吃的叶子里含有 类似麻醉药的成分。	It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.	死ぬまで　ずっと　眠ったままなのは エサの　葉っぱに　麻酔の　ような 成分が　含まれているからだ。
776	776	turtonator	爆焰龟兽	バクガメス	TRUE	fire	dragon	shell-armor			212	60	78	135	91	85	36	485	在火山上生活，吃下的硫磺 就是甲壳上炸药的原料。 连粪便也会爆炸，十分危险。	Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.	火山で　暮らし　食べた　硫黄が 甲羅の　爆薬の　もとになる。 フンも　爆発する　危険物。
777	777	togedemaru	托戈德玛尔	トゲデマル	TRUE	electric	steel	iron-barbs	lightning-rod	sturdy	3.3	65	98	63	40	73	96	435	在危急时刻会把身体卷成一团， 倒竖起背上的尖刺， 不分青红皂白地发出电击。	"When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately."	ピンチになると　体を　丸めて 背中の　とげとげを　逆立てると でたらめに　電撃を　撃ちまくる。
777	10154	togedemaru-totem	托戈德玛尔（霸主）	トゲデマル（ぬし）	FALSE	electric	steel	iron-barbs	lightning-rod	sturdy	13	65	98	63	40	73	96	435	在危急时刻会把身体卷成一团， 倒竖起背上的尖刺， 不分青红皂白地发出电击。	"When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately."	ピンチになると　体を　丸めて 背中の　とげとげを　逆立てると でたらめに　電撃を　撃ちまくる。
778	778	mimikyu-disguised	谜拟丘（化形的样子）	ミミッキュ（ばけたすがた）	TRUE	ghost	fairy	disguise			0.7	55	90	80	50	105	96	476	有一位学者为了研究 而看了它的破布里面， 结果患上怪病而离开人世。	There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.	研究のため　ボロ布の　中を 見てしまった　学者が　謎の 病気で　命を　落とした。
778	10143	mimikyu-busted	谜拟丘（现形的样子）	ミミッキュ（ばれたすがた）	FALSE	ghost	fairy	disguise			0.7	55	90	80	50	105	96	476	有一位学者为了研究 而看了它的破布里面， 结果患上怪病而离开人世。	There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.	研究のため　ボロ布の　中を 見てしまった　学者が　謎の 病気で　命を　落とした。
778	10144	mimikyu-totem-disguised	谜拟丘（霸主 化形的样子）	ミミッキュ（ぬし ばけたすがた）	FALSE	ghost	fairy	disguise			2.8	55	90	80	50	105	96	476	有一位学者为了研究 而看了它的破布里面， 结果患上怪病而离开人世。	There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.	研究のため　ボロ布の　中を 見てしまった　学者が　謎の 病気で　命を　落とした。
778	10145	mimikyu-totem-busted	谜拟丘（霸主 现形的样子）	ミミッキュ（ぬし ばれたすがた）	FALSE	ghost	fairy	disguise			2.8	55	90	80	50	105	96	476	有一位学者为了研究 而看了它的破布里面， 结果患上怪病而离开人世。	There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.	研究のため　ボロ布の　中を 見てしまった　学者が　謎の 病気で　命を　落とした。
779	779	bruxish	磨牙彩皮鱼	ハギギシリ	TRUE	water	psychic	dazzling	strong-jaw	wonder-skin	19	68	105	70	70	70	92	475	厚实的皮肤连好坏星的针 也穿不透。会用结实的牙齿 嘎嘣嘎嘣地咬碎针吃下去。	"Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them."	ヒドイデの　ハリも　通さないほど 分厚い　皮膚。　丈夫な　歯で ボリボリと　ハリを　かじって　食う。
780	780	drampa	老翁龙	ジジーロン	TRUE	normal	dragon	berserk	sap-sipper	cloud-nine	185	78	60	85	135	91	36	485	心地善良爱亲近人， 但只要生气就会 刮起强风吹倒一切。	"Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around."	人懐っこく　心優しいが ひとたび　怒ると　強風を 巻き起こし　すべてを　なぎ倒す。
780	10302	drampa-mega	老翁龙（超级进化）	ジジーロン（メガシンカ）	FALSE	normal	dragon	berserk			240.5	78	85	110	160	116	36	585	心地善良爱亲近人， 但只要生气就会 刮起强风吹倒一切。	"Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around."	人懐っこく　心優しいが ひとたび　怒ると　強風を 巻き起こし　すべてを　なぎ倒す。
781	781	dhelmise	破破舵轮	ダダリン	TRUE	ghost	grass	steelworker			210	70	131	100	86	90	40	517	把锚抛到海里，伏击猎物。 会去捕捉巨大的吼鲸王， 吸取它们的精气。	"After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force."	海に　錨を　下して　獲物を 待ち伏せ。　大物の　ホエルオーを 捕まえて　生気を　吸い取る。
782	782	jangmo-o	心鳞宝	ジャラコ	TRUE	dragon		bulletproof	soundproof	overcoat	29.7	45	55	65	45	45	45	300	体毛变成了像金属一般 坚硬的鳞片。通过敲击 鳞片来和伙伴交流。	Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.	体毛が　金属のように　硬く なった　ウロコを　打ち鳴らして 仲間と　コミュニケーションする。
783	783	hakamo-o	鳞甲龙	ジャランゴ	TRUE	dragon	fighting	bulletproof	soundproof	overcoat	47	55	75	90	65	70	65	420	敲响鳞片，发出吼声， 接着向对手发起挑战， 并用锋利的爪子撕裂对手。	"Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition."	ウロコを　打ち鳴らし　雄叫びを あげてから　相手に　挑みかかり 鋭い　ツメで　ずたずたに　する。
784	784	kommo-o	杖尾鳞甲龙	ジャラランガ	TRUE	dragon	fighting	bulletproof	soundproof	overcoat	78.2	75	110	125	100	105	85	600	遗迹壁画中古代战士 身上穿着的盔甲是用 杖尾鳞甲龙的鳞片制成的。	Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.	ジャラランガの　ウロコで　つくった 鎧を　身に　まとった　古代の 戦士が　遺跡に　描かれている。
784	10146	kommo-o-totem	杖尾鳞甲龙（霸主）	ジャラランガ（ぬし）	FALSE	dragon	fighting	bulletproof	soundproof	overcoat	207.5	75	110	125	100	105	85	600	遗迹壁画中古代战士 身上穿着的盔甲是用 杖尾鳞甲龙的鳞片制成的。	Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.	ジャラランガの　ウロコで　つくった 鎧を　身に　まとった　古代の 戦士が　遺跡に　描かれている。
785	785	tapu-koko	卡璞?鸣鸣	カプ?コケコ	TRUE	electric	fairy	electric-surge		telepathy	20.5	70	115	85	95	75	130	570	操纵雷的美乐美乐的守护神。 好奇心旺盛， 会时不时在人们面前现身。	"The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time."	雷を　操る　メレメレの 守り神。　好奇心旺盛で 時折　人前に　現れる。
786	786	tapu-lele	卡璞?蝶蝶	カプ?テテフ	TRUE	psychic	fairy	psychic-surge		telepathy	18.6	70	85	75	130	115	95	570	被称为守护神，却兼有 天真无邪与残酷的性格， 被誉为自然的化身。	"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate."	守り神と　呼ばれるが　無邪気で 残酷な　性質も　併せ持つ 自然の化身と　いえる　存在。
787	787	tapu-bulu	卡璞?哞哞	カプ?ブルル	TRUE	grass	fairy	grassy-surge		telepathy	45.5	70	130	115	85	95	75	570	会鸣响尾巴，告知自己的居所， 以避免不必要的战争。 是操纵草木的乌拉乌拉的守护神。	"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants."	シッポを　鳴らし　居場所を　伝え 無駄な争いを　避ける。　草木を 操る　ウラウラの　守り神。
788	788	tapu-fini	卡璞?鳍鳍	カプ?レヒレ	TRUE	water	fairy	misty-surge		telepathy	21.2	70	75	115	95	130	85	570	被称为守护神，但有时会给 随便靠近的对方带去恐怖的灾难。	"Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini."	守り神と　呼ばれるが　無闇に 近付く　相手には　恐ろしい 災いを　もたらすこともある。
789	789	cosmog	科斯莫古	コスモッグ	TRUE	psychic		unaware			0.1	43	29	31	29	31	37	200	没有警戒心且好奇心强， 所以经常会遇到麻烦。 危急时会用瞬间移动来逃跑。	"Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away."	無警戒で　好奇心が　強く 危ない　目に　あうことも　多い。 ピンチになると　ワープで　逃げる。
790	790	cosmoem	科斯莫姆	コスモウム	TRUE	psychic		sturdy			999.9	43	29	131	29	131	37	400	以惊人的气势吸入 大气中的尘埃，努力用 内核制造着进化的能源。	"It sucks in dust from the air at an astounding rate, frantically building up energy within its core as preparation for evolution."	大気の　塵を　すごい　勢いで 吸いこみ　進化の　エネルギーを コアで　懸命に　つくっている。
791	791	solgaleo	索尔迦雷欧	ソルガレオ	TRUE	psychic	steel	full-metal-body			230	137	137	107	113	89	97	680	曾经被称为 吞食太阳之兽。 能释放出无尽的光能。	Solgaleo was once known as the Beast That Devours the Sun. Energy in the form of light radiates boundlessly from it.	太陽を　食らいし　獣　と かつて　呼ばれた。　無尽蔵の 光エネルギーを　放出する。
792	792	lunala	露奈雅拉	ルナアーラ	TRUE	psychic	ghost	shadow-shield			120	137	113	89	137	107	97	680	夺走四周所有的光， 自己则变身为满月的模样， 在黑夜中散发出光芒。	"It steals the light from its surroundings and then becomes the full moon, showering its own light across the night sky."	周囲から　光を　すべて　奪い 自らは　満月の　姿となり 闇夜に　光を　放つ。
